userID,itemID,rating
17,732,2
12,728,1
6,305,1
11,609,3
14,159,2
15,718,1
10,194,4
0,283,2
15,417,2
19,807,5
6,445,1
12,828,1
19,534,3
0,373,2
7,841,5
16,363,5
15,513,2
14,561,1
10,182,4
5,521,5
4,478,3
13,147,4
9,298,5
6,68,5
13,844,5
10,579,4
19,382,4
10,735,2
18,546,4
5,604,2
19,579,5
6,317,3
1,494,2
19,801,4
13,223,5
6,787,2
0,524,5
8,538,4
7,8,3
13,81,5
13,773,2
0,215,2
0,271,2
10,568,5
10,409,3
8,569,3
17,403,2
4,400,1
9,292,5
17,472,1
12,637,1
15,702,2
14,510,3
7,773,3
6,145,1
17,690,4
10,98,5
9,283,5
10,239,3
8,650,3
10,119,4
17,234,2
5,397,2
10,842,1
12,727,5
12,484,2
16,591,5
17,800,4
9,127,3
10,804,5
10,506,5
8,497,3
14,774,1
19,706,5
5,381,2
7,119,5
8,796,1
4,544,3
12,206,2
13,75,5
11,86,2
17,282,3
6,745,5
5,608,2
6,418,1
13,40,5
13,324,4
19,726,4
12,818,1
13,295,2
19,170,4
18,530,1
8,712,1
14,628,3
5,586,2
13,155,4
16,765,3
17,238,1
10,136,3
15,5,2
13,186,5
12,558,2
10,380,3
15,298,2
0,55,3
8,726,5
9,144,5
13,337,5
13,831,4
9,779,5
18,684,3
10,300,4
8,536,2
13,552,3
9,314,5
10,769,2
10,183,4
19,778,4
5,467,2
5,475,4
14,167,2
17,756,3
7,845,2
10,777,5
9,174,5
4,116,3
16,394,5
17,337,3
13,690,4
9,760,4
0,58,3
13,364,5
6,694,3
19,108,4
10,477,4
17,353,2
7,447,5
9,155,5
6,79,4
9,551,5
18,492,1
13,15,3
19,712,5
9,573,4
15,74,1
19,223,4
12,573,1
19,294,4
14,777,1
19,76,2
15,763,3
11,600,2
19,762,2
3,782,4
19,375,3
4,812,1
18,501,3
15,369,5
16,421,4
0,78,4
5,282,2
10,825,4
16,792,4
6,777,4
5,829,2
7,741,2
10,109,3
19,588,3
16,629,5
10,369,3
19,452,4
8,430,1
10,5,4
4,480,3
4,534,4
16,708,5
15,748,4
8,512,2
13,66,5
6,650,2
10,193,3
10,592,4
13,658,5
6,148,4
10,292,4
16,681,3
17,820,2
17,418,2
13,671,4
19,280,5
6,804,3
10,711,3
4,352,1
0,81,3
16,802,5
6,675,1
19,509,4
6,464,5
9,802,1
12,170,2
18,251,1
6,758,3
15,654,1
8,535,2
17,356,1
17,726,2
0,501,5
14,222,1
14,326,1
6,101,1
4,547,2
9,697,5
9,345,5
16,826,5
19,258,3
13,35,5
11,316,3
5,44,3
8,501,2
1,776,4
19,72,3
4,346,1
7,549,2
8,380,2
5,383,1
16,584,5
13,384,3
16,136,5
10,553,2
19,707,5
16,398,5
7,158,1
16,604,3
13,723,4
11,269,4
5,342,3
15,610,1
19,285,3
9,211,5
12,56,1
8,228,1
6,686,3
19,334,5
4,473,1
10,819,5
12,611,2
6,743,2
1,789,5
13,108,5
13,636,3
10,183,4
16,246,4
17,436,1
16,556,5
7,472,5
15,474,3
6,146,3
10,380,3
15,835,4
15,411,2
13,388,5
15,653,1
16,126,5
19,689,4
19,340,4
19,503,4
19,332,4
14,792,5
8,603,4
17,208,3
9,780,5
17,425,2
9,820,4
9,816,4
19,581,4
9,239,4
12,249,2
15,51,1
0,484,5
5,706,2
12,715,2
5,519,4
16,418,3
8,721,1
9,200,5
1,372,2
4,336,1
17,220,3
10,28,3
9,172,5
10,713,3
5,212,2
19,497,2
16,5,3
13,117,5
13,722,4
15,679,1
17,845,3
17,275,2
19,610,4
6,94,5
0,286,1
8,181,3
17,423,1
0,236,1
9,789,4
9,735,4
5,623,1
9,194,5
12,463,1
13,683,4
5,235,3
10,128,4
13,338,5
16,578,5
16,51,5
5,378,5
0,525,5
13,367,3
11,170,3
13,396,5
13,602,5
15,76,1
0,495,5
11,210,2
8,126,5
9,708,4
0,55,3
12,755,2
9,580,5
0,380,2
13,606,5
9,771,5
10,116,4
4,521,3
5,652,2
10,235,2
9,97,5
17,282,3
6,773,4
4,132,1
4,380,1
7,3,1
15,51,1
19,183,5
13,51,2
16,823,5
9,188,3
12,680,1
17,835,3
9,50,4
15,618,2
5,544,2
10,291,5
10,11,4
11,290,2
6,457,2
13,119,5
9,299,5
9,375,5
12,63,2
13,729,5
16,371,2
1,635,1
13,671,4
16,7,4
1,786,5
10,633,3
4,478,3
19,126,5
12,363,1
16,727,4
13,384,3
5,23,3
0,528,5
0,686,2
6,142,3
12,702,3
13,375,4
16,89,5
12,772,1
14,147,3
0,241,2
11,598,1
9,681,5
10,472,4
19,466,4
10,743,3
15,85,1
9,218,3
17,400,3
5,551,1
19,673,3
10,506,5
6,202,4
9,343,5
10,553,2
10,549,3
10,267,4
5,101,5
13,264,5
14,324,3
9,259,5
10,272,2
10,337,4
2,230,1
18,533,3
7,204,3
15,567,2
9,376,5
6,709,3
4,216,1
10,385,4
19,843,4
13,420,4
10,384,5
8,626,1
13,302,2
12,434,3
9,216,4
12,439,1
13,573,5
9,65,4
0,432,5
5,465,1
6,506,2
6,118,3
9,402,5
13,429,4
12,82,1
10,614,4
6,160,3
16,839,4
16,166,5
0,405,2
15,85,1
10,602,3
12,500,3
0,287,1
6,708,4
4,548,1
8,535,2
14,127,2
19,532,1
9,37,4
15,523,2
9,2,3
16,720,5
6,125,2
17,273,2
9,212,5
9,391,5
19,477,3
17,796,3
10,456,4
13,817,5
4,329,1
19,380,4
10,544,5
13,591,5
11,630,1
13,716,4
7,546,3
9,153,5
10,547,5
15,577,1
6,634,2
16,247,4
15,571,2
13,244,3
17,732,2
6,460,2
12,70,1
10,476,5
15,611,3
10,134,3
16,248,4
15,822,2
9,621,5
16,212,5
13,370,3
18,493,3
19,357,2
15,189,2
6,654,3
19,449,5
6,418,1
13,729,5
10,564,3
13,771,4
5,282,2
6,460,2
6,250,1
13,74,5
4,127,1
6,113,2
9,328,5
3,280,2
13,712,4
10,619,3
5,497,4
17,798,3
14,268,2
12,427,1
10,176,4
16,88,4
17,148,2
10,83,5
19,123,5
0,500,5
8,351,4
19,607,4
17,289,4
13,466,5
6,491,2
15,705,1
18,528,3
16,454,4
0,529,5
13,380,4
12,354,1
0,484,5
17,141,1
17,346,2
10,316,3
7,546,3
13,592,3
19,174,5
19,444,4
1,38,1
7,781,3
19,395,3
4,549,3
11,557,4
5,288,1
8,566,3
5,680,5
1,773,5
10,795,4
13,745,3
15,726,2
5,73,2
8,446,1
10,261,3
16,462,2
17,581,2
0,763,3
7,447,5
10,452,2
13,164,3
5,85,3
12,30,2
15,562,3
6,93,5
10,289,2
13,296,3
16,813,5
7,368,3
16,85,5
8,479,3
6,783,2
1,490,4
14,137,2
18,508,2
3,507,3
7,51,3
12,323,2
12,195,1
0,216,2
17,607,1
8,193,2
14,324,3
8,475,4
17,441,3
15,460,1
13,788,4
5,28,5
16,180,5
17,340,1
16,114,5
17,586,3
6,50,5
6,668,4
0,194,2
19,201,3
6,149,3
19,647,3
12,239,1
16,463,4
15,294,3
13,563,3
8,432,2
8,190,2
19,429,5
16,165,5
5,521,5
10,461,3
10,513,4
6,278,5
16,60,5
4,514,3
5,226,2
13,731,4
9,291,4
1,328,1
19,309,4
7,388,2
5,521,5
9,682,5
5,536,4
8,811,1
10,395,4
10,66,5
5,350,2
17,91,1
16,696,5
15,515,4
13,555,5
10,317,2
19,644,5
0,286,1
16,366,4
8,201,3
14,264,2
15,467,2
12,573,1
6,107,2
10,398,4
0,539,5
6,44,4
13,589,5
11,294,2
17,769,2
1,537,4
16,183,5
16,457,5
12,18,1
12,197,2
19,207,4
6,113,2
10,316,3
4,671,2
19,755,3
18,542,3
17,242,2
6,785,2
6,593,3
13,738,2
0,461,3
9,765,2
5,829,2
12,631,2
16,455,5
16,807,5
4,670,2
13,470,3
6,41,5
10,602,3
17,64,3
16,206,5
6,198,2
5,523,4
17,575,3
0,32,2
19,718,5
6,179,3
0,63,1
10,248,2
1,212,1
17,371,1
19,278,3
15,10,2
5,499,4
12,293,2
2,353,1
4,521,3
9,189,5
5,335,1
5,378,5
4,678,1
17,806,4
10,553,2
10,596,3
0,31,2
19,652,4
13,678,3
6,694,3
10,619,3
5,110,4
19,418,4
4,204,1
19,381,5
15,117,3
19,204,4
6,453,2
17,232,3
17,272,3
10,636,4
19,40,4
8,686,5
6,647,2
13,265,4
14,774,1
11,639,1
13,660,5
10,258,4
16,100,5
10,313,3
11,821,1
8,445,2
12,411,2
6,688,3
6,24,5
0,182,3
16,794,5
16,804,5
10,317,2
17,232,3
6,37,5
9,626,5
9,227,5
17,301,5
19,344,3
17,730,2
19,84,5
5,99,3
9,843,5
19,424,4
12,258,2
10,408,3
12,703,3
12,30,2
14,272,1
1,818,3
16,107,5
0,73,2
8,523,3
2,665,2
0,716,1
15,362,4
8,150,5
1,328,1
3,24,2
17,7,4
9,140,5
6,403,3
5,575,2
12,606,2
6,557,2
13,812,5
8,523,3
16,800,5
12,262,4
10,242,4
11,639,1
19,218,4
19,598,4
0,783,1
10,223,3
16,613,5
17,610,2
1,123,5
16,176,3
10,284,3
9,235,5
4,29,3
9,115,4
19,489,1
12,566,2
6,680,2
8,298,2
5,64,4
1,539,1
13,299,3
10,542,5
8,526,3
19,207,4
10,225,4
9,448,3
12,243,1
12,479,4
11,618,1
15,105,2
9,416,5
7,448,5
19,734,2
10,23,4
12,61,1
12,8,2
1,529,2
16,814,5
17,796,3
6,402,4
19,129,5
10,156,3
9,599,5
13,803,5
1,504,1
13,739,3
14,234,1
2,418,5
9,244,5
19,409,5
6,298,3
6,275,4
19,402,3
7,295,1
0,668,2
17,126,1
12,566,2
6,704,2
8,110,2
0,535,5
16,827,5
12,391,1
13,688,4
10,581,4
16,382,4
19,10,3
3,681,1
13,589,5
10,12,4
2,235,1
0,83,2
11,766,1
10,359,2
5,456,1
6,277,4
15,90,3
14,104,2
17,452,2
11,807,1
5,836,2
12,144,3
6,659,3
10,429,5
15,60,1
15,713,2
11,126,2
16,242,4
10,234,5
9,258,5
13,623,3
15,778,2
15,628,2
9,743,5
13,810,5
17,128,2
6,637,2
5,54,3
16,220,5
13,18,5
5,728,1
9,198,5
8,716,2
7,425,5
8,723,5
5,153,3
17,791,3
14,264,2
19,489,1
6,296,3
13,672,5
5,843,2
19,261,4
10,93,4
19,495,3
10,185,2
9,358,5
11,103,3
4,486,3
16,610,3
15,181,4
17,112,3
15,772,3
16,336,5
7,16,2
10,16,5
16,284,5
19,424,4
13,80,4
10,832,4
15,485,2
8,691,1
17,443,3
9,597,5
17,732,2
13,728,5
2,371,4
0,461,3
6,610,2
19,17,4
7,194,5
19,663,4
12,49,3
12,384,2
13,464,5
5,663,2
7,426,5
16,625,4
9,386,5
8,640,5
14,506,1
5,247,2
12,133,1
16,219,5
6,60,5
6,193,4
15,771,2
12,214,2
12,728,1
13,165,4
6,745,5
19,387,4
8,522,4
0,513,5
0,87,3
4,187,1
17,275,2
10,450,4
16,401,4
10,204,3
8,531,3
13,339,2
4,486,3
10,607,3
17,443,3
13,325,4
9,668,5
5,21,5
16,603,4
0,791,2
10,314,2
9,614,5
15,279,2
10,119,4
15,367,2
13,441,1
19,316,5
10,548,4
8,443,2
19,141,5
14,773,2
0,520,5
6,686,3
11,598,1
13,263,3
10,519,3
10,625,5
12,633,1
6,353,4
8,542,4
6,578,2
10,63,4
16,113,4
9,130,5
16,633,4
17,381,3
17,827,2
0,820,1
12,522,2
5,548,2
11,152,1
6,734,2
6,88,3
8,434,4
12,813,1
6,205,4
10,606,4
13,101,4
16,710,5
15,54,3
4,484,3
12,821,2
12,708,2
6,646,2
12,433,3
5,658,3
10,332,2
2,493,1
5,396,4
10,549,3
16,769,5
14,636,3
6,603,2
15,216,2
4,478,3
8,85,1
16,139,5
0,720,1
9,650,5
9,36,4
5,58,4
5,534,5
9,834,5
3,667,2
15,211,3
10,26,5
12,116,3
10,401,3
16,263,4
7,334,3
8,528,2
7,445,4
0,9,1
15,807,3
9,638,4
13,346,5
16,381,4
13,415,3
13,788,4
0,245,2
11,594,2
18,736,1
1,270,1
9,615,4
19,15,5
6,369,1
5,538,3
13,2,5
17,686,3
16,823,5
8,739,1
0,479,5
5,89,4
12,808,1
9,765,2
16,215,5
10,105,4
4,407,1
9,726,1
0,459,1
13,546,2
10,264,4
13,261,3
16,41,2
13,772,4
19,414,4
8,494,3
6,360,2
17,331,2
17,81,1
13,203,4
17,618,3
7,626,1
19,501,1
8,764,3
0,379,1
17,679,1
0,569,1
7,636,1
14,278,2
7,4,1
2,466,2
16,463,4
6,643,2
9,787,4
12,724,2
6,156,4
19,471,3
10,741,5
12,306,2
19,23,3
13,745,3
6,202,4
6,489,2
17,247,2
2,364,2
9,697,5
12,742,1
6,416,3
4,281,1
18,782,3
8,560,1
19,161,5
15,468,2
13,282,3
13,456,4
17,371,1
5,30,2
12,627,2
19,369,3
13,145,4
2,53,1
10,629,4
9,273,5
11,346,2
13,270,5
15,616,2
1,579,3
15,81,2
17,247,2
17,389,2
11,108,2
11,630,1
17,63,1
6,400,5
10,322,4
14,639,5
6,177,1
1,398,2
13,733,5
10,743,3
19,414,4
10,144,3
19,592,2
6,474,4
13,586,5
7,636,1
16,298,5
17,778,3
19,398,4
16,290,3
19,642,4
10,567,4
2,625,2
9,442,5
13,320,4
9,776,5
6,132,2
19,501,1
8,286,3
11,123,2
17,838,4
1,375,2
16,101,4
19,146,5
9,307,5
9,13,4
6,273,4
8,537,2
10,682,2
19,658,4
13,743,4
10,840,4
15,761,2
19,209,4
8,581,1
17,452,2
17,668,3
9,313,5
16,772,5
16,18,5
4,294,1
15,722,2
10,695,2
16,352,3
2,396,1
16,842,5
10,581,4
15,711,3
13,271,4
19,793,5
6,172,2
6,113,2
5,511,2
18,321,3
15,611,3
13,817,5
16,311,3
7,727,1
16,257,5
13,15,3
11,657,1
0,207,5
10,342,4
10,684,3
9,421,5
15,127,4
13,333,4
16,58,4
9,155,5
19,405,4
15,408,1
0,646,1
18,542,3
13,86,5
0,283,2
10,607,3
10,502,5
12,0,2
10,277,2
10,771,3
6,593,3
6,400,5
7,3,1
8,334,2
17,842,4
5,730,3
12,384,2
10,304,5
7,3,1
13,493,3
5,641,5
7,419,2
12,92,2
5,817,2
13,56,4
15,5,2
11,411,1
15,392,1
7,627,5
13,219,4
19,529,3
19,648,2
16,131,5
0,6,1
4,669,3
14,764,4
6,51,5
9,664,5
0,812,1
0,110,1
15,55,2
19,317,5
12,374,1
16,419,4
9,255,5
19,561,4
8,347,1
15,142,3
8,333,5
9,2,3
13,696,4
13,382,3
15,42,1
8,487,1
13,683,4
12,214,2
5,238,2
0,57,3
15,649,1
5,233,4
0,521,5
6,764,2
10,2,1
13,528,1
16,417,5
14,324,3
10,486,4
10,837,1
9,175,4
16,605,4
17,32,4
6,574,4
10,831,2
6,298,3
8,696,2
16,142,5
4,532,4
9,824,5
19,734,2
8,731,2
13,66,5
9,209,5
6,152,2
5,782,4
7,845,2
13,412,4
6,598,3
7,261,1
7,367,5
9,68,5
19,255,2
6,241,1
2,451,1
12,609,1
6,61,5
13,788,4
6,462,4
9,314,5
15,588,1
2,418,5
17,106,2
8,804,1
17,659,2
8,775,3
13,825,4
19,33,3
19,604,4
9,217,5
9,617,3
9,287,5
13,357,4
9,730,5
12,76,1
9,700,4
8,111,2
15,169,4
19,10,3
14,728,4
13,255,4
9,719,3
9,714,5
17,469,1
5,313,1
3,26,2
12,19,1
9,779,5
4,524,2
12,116,3
15,370,5
10,529,5
18,72,1
19,634,4
8,144,2
19,552,4
11,619,3
6,419,3
12,302,1
10,770,3
19,571,5
2,258,2
16,419,4
10,524,4
0,245,2
8,514,2
11,690,4
9,461,5
9,206,4
6,107,2
17,255,3
13,220,5
15,651,3
17,406,3
2,180,2
4,437,1
9,211,5
11,568,1
17,374,2
8,374,3
7,439,4
16,154,4
